review,tokens,explicit aspects,explicit opinion,implicit aspects,implicit opinion,is_suggestion,explicit aspects positions,explicit opinion positions,aspect_tags
"Adorei, menu de fácil acesso, super fácil de instalar. Realmente cumpre as especificações técnicas! Recomendo!!","['Adorei', ',', 'menu', 'de', 'fácil', 'acesso', ',', 'super', 'fácil', 'de', 'instalar', '.', 'Realmente', 'cumpre', 'as', 'especificações', 'técnicas', '!', 'Recomendo', '!', '!']",['menu'],['fácil acesso'],"['produto', 'instalação', 'produto']","['adorei', 'super fácil instalar', 'recomendo']",,"[[2, 3]]","[[4, 6]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Ja conheço e um bom produto. A gente pode comprar tranquila.,"['Ja', 'conheço', 'e', 'um', 'bom', 'produto', '.', 'A', 'gente', 'pode', 'comprar', 'tranquila', '.']",['produto'],['bom'],[],[],,"[[5, 6]]","[[4, 5]]","['O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Muito boa esta televisão... facil de programar e muito eficiente. Atendeu as minhas expectativas.,"['Muito', 'boa', 'esta', 'televisão', '...', 'facil', 'de', 'programar', 'e', 'muito', 'eficiente', '.', 'Atendeu', 'as', 'minhas', 'expectativas', '.']","['televisão', 'programar']","['muito boa', 'facil']","['consumo', 'produto']","['eficiente', 'atendeu as minhas expectativas']",,"[[3, 4], [7, 8]]","[[0, 2], [5, 6]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Chegou super rápido e atendeu demais minhas expectativas, Samsumg tá de parabéns e o Submarino mais ainda!","['Chegou', 'super', 'rápido', 'e', 'atendeu', 'demais', 'minhas', 'expectativas', ',', 'Samsumg', 'tá', 'de', 'parabéns', 'e', 'o', 'Submarino', 'mais', 'ainda', '!']",[],[],"['entrega', 'produto']","['chegou super rápido', 'atendeu demais minhas expectativas']",,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"muito bom o custo em relação ao beneficio, recursos suficientes para que eu pretendia.","['muito', 'bom', 'o', 'custo', 'em', 'relação', 'a', 'o', 'beneficio', ',', 'recursos', 'suficientes', 'para', 'que', 'eu', 'pretendia', '.']","['custo em relação ao beneficio', 'recursos']","['muito bom', 'suficientes']",[],[],,"[[3, 9], [10, 11]]","[[0, 2], [11, 12]]","['O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']"
"Produto atendeu minhas expectativas, vem com aplicativos variados e de fácil manuseio. Estou amando minha smart TV.","['Produto', 'atendeu', 'minhas', 'expectativas', ',', 'vem', 'com', 'aplicativos', 'variados', 'e', 'de', 'fácil', 'manuseio', '.', 'Estou', 'amando', 'minha', 'smart', 'TV', '.']","['produto', 'aplicativos', 'manuseio', 'smart tv']","['atendeu minhas expectativas', 'variados', 'fácil', 'amando']",[],[],,"[[0, 1], [7, 8], [12, 13], [17, 19]]","[[1, 4], [8, 9], [11, 12], [15, 16]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O']"
O sistema é muito lento e eventualmente tranca precisando desligar o aparelho.,"['O', 'sistema', 'é', 'muito', 'lento', 'e', 'eventualmente', 'tranca', 'precisando', 'desligar', 'o', 'aparelho', '.']",['sistema'],['muito lento'],[],[],,"[[1, 2]]","[[3, 5]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Comprei na BlackFriday, veio antes do previsto. É uma televisão leve, boa para colocar no quarto. E veio com dois controles, não sei bem o pq.","['Comprei', 'na', 'BlackFriday', ',', 'veio', 'antes', 'do', 'previsto', '.', 'É', 'uma', 'televisão', 'leve', ',', 'boa', 'para', 'colocar', 'no', 'quarto', '.', 'E', 'veio', 'com', 'dois', 'controles', ',', 'não', 'sei', 'bem', 'o', 'pq', '.']",['controles'],['veio com dois'],"['entrega', 'peso']","['veio antes do previsto', 'leve']",,"[[24, 25]]","[[21, 24]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Qualidade da imagem muito boa, excelente produto, entrega rápida; só achei um pouco lenta ao obedecer os comandos do controle! Com certeza compraria novamente!","['Qualidade', 'da', 'imagem', 'muito', 'boa', ',', 'excelente', 'produto', ',', 'entrega', 'rápida', ';', 'só', 'achei', 'um', 'pouco', 'lenta', 'a', 'o', 'obedecer', 'os', 'comandos', 'do', 'controle', '!', 'Com', 'certeza', 'compraria', 'novamente', '!']","['qualidade da imagem', 'produto', 'entrega', 'comandos do controle']","['muito boa', 'excelente', 'rápida', 'um pouco lenta']",['produto'],['compraria novamente'],,"[[0, 3], [7, 8], [9, 10], [21, 24]]","[[3, 5], [6, 7], [10, 11], [14, 17]]","['B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O']"
"Gostaria de fazer uma ressalva, o produto deveria vir com o passo a passo para ser instalada sozinha, sem precisar ser cobrado o serviço de instalação da tv","['Gostaria', 'de', 'fazer', 'uma', 'ressalva', ',', 'o', 'produto', 'deveria', 'vir', 'com', 'o', 'passo', 'a', 'passo', 'para', 'ser', 'instalada', 'sozinha', ',', 'sem', 'precisar', 'ser', 'cobrado', 'o', 'serviço', 'de', 'instalação', 'da', 'tv']",[],[],[],[],,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Amei essa tv, é tudo de bom, entrega rápida! Bom atendimento.","['Amei', 'essa', 'tv', ',', 'é', 'tudo', 'de', 'bom', ',', 'entrega', 'rápida', '!', 'Bom', 'atendimento', '.']","['tv', 'tv', 'entrega', 'atendimento']","['amei', 'é tudo de bom', 'rápida', 'bom']",[],[],,"[[2, 3], [2, 3], [9, 10], [13, 14]]","[[0, 1], [4, 8], [10, 11], [12, 13]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O']"
"Entrega perfeita, dentro dos conformes, e bem antes do prazo","['Entrega', 'perfeita', ',', 'dentro', 'dos', 'conformes', ',', 'e', 'bem', 'antes', 'do', 'prazo']",['entrega'],['perfeita'],[],[],,"[[0, 1]]","[[1, 2]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Bom produto, entrega rápida chegou antes do prazo atende expectativas!","['Bom', 'produto', ',', 'entrega', 'rápida', 'chegou', 'antes', 'do', 'prazo', 'atende', 'expectativas', '!']","['produto', 'entrega']","['bom', 'rápida']",['produto'],['atende expectativas'],,"[[1, 2], [3, 4]]","[[0, 1], [4, 5]]","['O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"TV muito boa atendeu as expectativas , ótima para ambientes pequenos","['TV', 'muito', 'boa', 'atendeu', 'as', 'expectativas', ',', 'ótima', 'para', 'ambientes', 'pequenos']",['tv'],['muito boa'],[],[],,"[[0, 1]]","[[1, 3]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Os produtos são ótimos e estou muito satisfeita com a compra.,"['Os', 'produtos', 'são', 'ótimos', 'e', 'estou', 'muito', 'satisfeita', 'com', 'a', 'compra', '.']","['produtos', 'compra']","['ótimos', 'muito satisfeita']",[],[],,"[[1, 2], [10, 11]]","[[3, 4], [6, 8]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O']"
"Gostei da TV, funciona muito bem a smart tv, e a imagem é muito boa","['Gostei', 'da', 'TV', ',', 'funciona', 'muito', 'bem', 'a', 'smart', 'tv', ',', 'e', 'a', 'imagem', 'é', 'muito', 'boa']","['tv', 'smart tv', 'imagem']","['gostei', 'funciona muito bem', 'muito boa']",[],[],,"[[2, 3], [8, 10], [13, 14]]","[[0, 1], [4, 7], [15, 17]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O']"
Trata-se de um produto que alia qualidade e performance com um preço bastante satisfatório,"['Trata-se', 'de', 'um', 'produto', 'que', 'alia', 'qualidade', 'e', 'performance', 'com', 'um', 'preço', 'bastante', 'satisfatório']","['produto', 'preço']","['alia qualidade e performance', 'bastante satisfatório']",[],[],,"[[3, 4], [11, 12]]","[[5, 9], [12, 14]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O']"
"O aparelho e sensacional muito boa e facil instalação e manuseio, eu recomendo.","['O', 'aparelho', 'e', 'sensacional', 'muito', 'boa', 'e', 'facil', 'instalação', 'e', 'manuseio', ',', 'eu', 'recomendo', '.']","['aparelho', 'instalação', 'manuseio']","['sensacional muito boa', 'facil', 'facil']",['produto'],['eu recomendo'],,"[[1, 2], [8, 9], [10, 11]]","[[3, 6], [7, 8], [7, 8]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O']"
"É um televisor que uma ótima Marca. Ótimo Custo benefício para uma TV de 32"""".","['É', 'um', 'televisor', 'que', 'uma', 'ótima', 'Marca', '.', 'Ótimo', 'Custo', 'benefício', 'para', 'uma', 'TV', 'de', '32', '""', '""', '.']","['marca', 'custo benefício']","['ótima', 'ótimo']",[],[],,"[[6, 7], [9, 11]]","[[5, 6], [8, 9]]","['O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"TV que atendeu às minhas expectativas. 32'', que para meu quarto ficou perfeita. Bom som e imagem. Recomendo. Além de tudo SMART.","['TV', 'que', 'atendeu', 'à', 's', 'minhas', 'expectativas', '.', '32', ""'"", ""'"", ',', 'que', 'para', 'meu', 'quarto', 'ficou', 'perfeita', '.', 'Bom', 'som', 'e', 'imagem', '.', 'Recomendo', '.', 'Além', 'de', 'tudo', 'SMART', '.']","['tv', 'som', 'imagem']","['atendeu às minhas expectativas', 'bom', 'bom']","['produto', 'produto']","['recomendo', 'além de tudo smart']",,"[[0, 1], [20, 21], [22, 23]]","[[2, 7], [19, 20], [19, 20]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Muito satisfeita com a minha compra. Produto excelente. Entrega foi antes da data estabelecida. Comprarei mais sem duvida.,"['Muito', 'satisfeita', 'com', 'a', 'minha', 'compra', '.', 'Produto', 'excelente', '.', 'Entrega', 'foi', 'antes', 'da', 'data', 'estabelecida', '.', 'Comprarei', 'mais', 'sem', 'duvida', '.']","['produto', 'entrega']","['excelente', 'antes da data estabelecida']",[],[],,"[[7, 8], [10, 11]]","[[8, 9], [12, 16]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Bom custo beneficio. O único defeito é que trava bastante.,"['Bom', 'custo', 'beneficio', '.', 'O', 'único', 'defeito', 'é', 'que', 'trava', 'bastante', '.']",['custo beneficio'],['bom'],['processamento'],['trava bastante'],,"[[1, 3]]","[[0, 1]]","['O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
um bom produto satisfaz as minhas necessidades a entrega foi bem rapida,"['um', 'bom', 'produto', 'satisfaz', 'as', 'minhas', 'necessidades', 'a', 'entrega', 'foi', 'bem', 'rapida']","['produto', 'produto', 'entrega']","['bom', 'satisfaz as minhas necessidades', 'bem rapida']",[],[],,"[[2, 3], [2, 3], [8, 9]]","[[1, 2], [3, 7], [10, 12]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O']"
Ótimo televisor!!! Superou as expectativas. Entrega antes do prazo previsto. Parabéns a americanas.com e seus parceiros.,"['Ótimo', 'televisor', '!', '!', '!', 'Superou', 'as', 'expectativas', '.', 'Entrega', 'antes', 'do', 'prazo', 'previsto', '.', 'Parabéns', 'a', 'americanas.com', 'e', 'seus', 'parceiros', '.']","['televisor', 'entrega']","['ótimo', 'antes do prazo previsto']",['produto'],['superou as expectativas'],,"[[1, 2], [9, 10]]","[[0, 1], [10, 14]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"A TV foi adquirida para a exibição de desenhos animados e filmes infantis, e para esse fim o custo x benefício foi ótimo.","['A', 'TV', 'foi', 'adquirida', 'para', 'a', 'exibição', 'de', 'desenhos', 'animados', 'e', 'filmes', 'infantis', ',', 'e', 'para', 'esse', 'fim', 'o', 'custo', 'x', 'benefício', 'foi', 'ótimo', '.']",['custo x benefício'],['ótimo'],[],[],,"[[19, 22]]","[[23, 24]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O']"
"Smart TV top, atendimento online fácil, entrega top, ou seja , é o respeito entre vendedor e comprador que faz dessa loja ser admirável em todo o Brasil! Parabéns !!!","['Smart', 'TV', 'top', ',', 'atendimento', 'online', 'fácil', ',', 'entrega', 'top', ',', 'ou', 'seja', ',', 'é', 'o', 'respeito', 'entre', 'vendedor', 'e', 'comprador', 'que', 'faz', 'd', 'essa', 'loja', 'ser', 'admirável', 'em', 'todo', 'o', 'Brasil', '!', 'Parabéns', '!', '!', '!']","['smart tv', 'atendimento online', 'entrega']","['top', 'fácil', 'top']",[],[],,"[[0, 2], [4, 6], [8, 9]]","[[2, 3], [6, 7], [9, 10]]","['B-ASP', 'I-ASP', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
O produto veio antes do prazo e em perfeitas condições.,"['O', 'produto', 'veio', 'antes', 'do', 'prazo', 'e', 'em', 'perfeitas', 'condições', '.']",[],[],['entrega'],['antes do prazo e em perfeitas condições'],,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Excelente produto, linda e foi entregue bem antes do prazo","['Excelente', 'produto', ',', 'linda', 'e', 'foi', 'entregue', 'bem', 'antes', 'do', 'prazo']",['produto'],['excelente'],['entrega'],['entregue bem antes do prazo'],,"[[1, 2]]","[[0, 1]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Bom Sempre comprei TV desta marca mais tive problemas com o display quebrou internamente sem qualquer batida ou torção e o pior o concerto sai mais caro que uma nova,"['Bom', 'Sempre', 'comprei', 'TV', 'd', 'esta', 'marca', 'mais', 'tive', 'problemas', 'com', 'o', 'display', 'quebrou', 'internamente', 'sem', 'qualquer', 'batida', 'ou', 'torção', 'e', 'o', 'pior', 'o', 'concerto', 'sai', 'mais', 'caro', 'que', 'uma', 'nova']",[],[],['produto'],['bom'],,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"produto ótimo super indico, chegou antes do prazo, muito fácil a instalação. amei.","['produto', 'ótimo', 'super', 'indico', ',', 'chegou', 'antes', 'do', 'prazo', ',', 'muito', 'fácil', 'a', 'instalação', '.', 'amei', '.']","['produto', 'produto', 'instalação']","['ótimo', 'super indico', 'muito fácil']","['entrega', 'produto']","['chegou antes do prazo', 'amei']",,"[[0, 1], [0, 1], [13, 14]]","[[1, 2], [2, 4], [10, 12]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O']"
"Eu achei o produto, bom, o material que foi feito achei bem fraquinho ,espero que não pife depois de um amor","['Eu', 'achei', 'o', 'produto', ',', 'bom', ',', 'o', 'material', 'que', 'foi', 'feito', 'achei', 'bem', 'fraquinho', ',', 'espero', 'que', 'não', 'pife', 'depois', 'de', 'um', 'amor']","['produto', 'material']","['bom', 'bem fraquinho']",[],[],,"[[3, 4], [8, 9]]","[[5, 6], [13, 15]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Veio no prazo, muito boa a tv, recomendo, boa qualidade.","['Veio', 'no', 'prazo', ',', 'muito', 'boa', 'a', 'tv', ',', 'recomendo', ',', 'boa', 'qualidade', '.']",['tv'],['muito boa'],"['entrega', 'produto', 'produto']","['veio no prazo', 'recomendo', 'boa qualidade']",,"[[7, 8]]","[[4, 6]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']"
"Comprei para embutir no armário do quarto da minha filha. Excelente produto. Navegador fácil e ótimo acesso à internet, em especial à Netflix e You Tube. Ótimos recursos.","['Comprei', 'para', 'embutir', 'no', 'armário', 'do', 'quarto', 'da', 'minha', 'filha', '.', 'Excelente', 'produto', '.', 'Navegador', 'fácil', 'e', 'ótimo', 'acesso', 'à', 'internet', ',', 'em', 'especial', 'à', 'Netflix', 'e', 'You', 'Tube', '.', 'Ótimos', 'recursos', '.']","['produto', 'navegador', 'acesso à internet', 'recursos']","['excelente', 'fácil', 'ótimo', 'ótimos']",[],[],,"[[12, 13], [14, 15], [18, 21], [31, 32]]","[[11, 12], [15, 16], [17, 18], [30, 31]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O']"
"TV muito boa. Qualidade de imagem é otima pelo fato de ser HD, porém é perceptivel a diferença se comparada a uma full hd.","['TV', 'muito', 'boa', '.', 'Qualidade', 'de', 'imagem', 'é', 'otima', 'pelo', 'fato', 'de', 'ser', 'HD', ',', 'porém', 'é', 'perceptivel', 'a', 'diferença', 'se', 'comparada', 'a', 'uma', 'full', 'hd', '.']","['tv', 'qualidade de imagem']","['muito boa', 'otima']",[],[],,"[[0, 1], [4, 7]]","[[1, 3], [8, 9]]","['B-ASP', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Realmente muito bom, fácil, leve, imagem sensacional, entrega rápido. Lembrando que tem acesso a internet, o que mais uso YouTube e netiflix. Recomendo.","['Realmente', 'muito', 'bom', ',', 'fácil', ',', 'leve', ',', 'imagem', 'sensacional', ',', 'entrega', 'rápido', '.', 'Lembrando', 'que', 'tem', 'acesso', 'a', 'internet', ',', 'o', 'que', 'mais', 'uso', 'YouTube', 'e', 'netiflix', '.', 'Recomendo', '.']","['imagem', 'entrega']","['sensacional', 'rápido']","['produto', 'usabilidade', 'peso', 'produto']","['realmente muito bom', 'fácil', 'leve', 'recomendo']",,"[[8, 9], [11, 12]]","[[9, 10], [12, 13]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Aparelho excelente, recomendo para quem tem duvida acima da expectativa. Logística está de parabéns nota 1000.","['Aparelho', 'excelente', ',', 'recomendo', 'para', 'quem', 'tem', 'duvida', 'acima', 'da', 'expectativa', '.', 'Logística', 'está', 'de', 'parabéns', 'nota', '1000', '.']","['aparelho', 'logística']","['excelente', 'parabéns']","['produto', 'produto']","['recomendo', 'acima da expectativa']",,"[[0, 1], [12, 13]]","[[1, 2], [15, 16]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']"
"Muito bom produto e entregue bem antes do prazo, recomendo.","['Muito', 'bom', 'produto', 'e', 'entregue', 'bem', 'antes', 'do', 'prazo', ',', 'recomendo', '.']",['produto'],['muito bom'],['entrega:produto'],"['entregue bem antes do prazo', 'recomendo']",,"[[2, 3]]","[[0, 2]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Otimo aparelho e custo beneficio, excelente aparelho, entra na internet facilmente","['Otimo', 'aparelho', 'e', 'custo', 'beneficio', ',', 'excelente', 'aparelho', ',', 'entra', 'na', 'internet', 'facilmente']","['aparelho', 'custo beneficio', 'aparelho']","['otimo', 'otimo', 'excelente']",['acesso a internet'],['entra na internet facilmente'],,"[[1, 2], [3, 5], [7, 8]]","[[0, 1], [0, 1], [6, 7]]","['O', 'B-ASP', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']"
"Tv de boa qualidade. Cumpre com o esperado. Apenas alguns aplicativos não rodam muito bem, mas pode ser um problema do próprio app.","['Tv', 'de', 'boa', 'qualidade', '.', 'Cumpre', 'com', 'o', 'esperado', '.', 'Apenas', 'alguns', 'aplicativos', 'não', 'rodam', 'muito', 'bem', ',', 'mas', 'pode', 'ser', 'um', 'problema', 'do', 'próprio', 'app', '.']","['tv', 'alguns aplicativos']","['boa qualidade', 'não rodam muito bem']",['produto'],['cumpre com o esperado'],,"[[0, 1], [11, 13]]","[[2, 4], [13, 17]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Produto de ótima qualidade, chegou dentro do prazo e com um ótimo preço!","['Produto', 'de', 'ótima', 'qualidade', ',', 'chegou', 'dentro', 'do', 'prazo', 'e', 'com', 'um', 'ótimo', 'preço', '!']","['produto', 'preço']","['ótima qualidade', 'ótimo']",['entrega'],['chegou dentro do prazo'],,"[[0, 1], [13, 14]]","[[2, 4], [12, 13]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O']"
"Conexão muito lenta...até para ligar/desligar, volume é demorado. Som muito baixo.","['Conexão', 'muito', 'lenta', '...', 'até', 'para', 'ligar', '/', 'desligar', ',', 'volume', 'é', 'demorado', '.', 'Som', 'muito', 'baixo', '.']","['conexão', 'volume', 'som']","['muito lenta', 'demorado', 'muito baixo']",[],[],,"[[0, 1], [10, 11], [14, 15]]","[[1, 3], [12, 13], [15, 17]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O']"
"A minha trava periodicamente e não tem PIP como informado no site e o controle remoto não é muito preciso, fora isso é excelente.","['A', 'minha', 'trava', 'periodicamente', 'e', 'não', 'tem', 'PIP', 'como', 'informado', 'no', 'site', 'e', 'o', 'controle', 'remoto', 'não', 'é', 'muito', 'preciso', ',', 'fora', 'isso', 'é', 'excelente', '.']",['controle remoto'],['não é muito preciso'],"['processamento', 'produto']","['trava periodicamente', 'excelente']",,"[[14, 16]]","[[16, 20]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Entrega nota 10. Imagem 10 som 10. Perfeita estou mutissimo satisfeita,"['Entrega', 'nota', '10', '.', 'Imagem', '10', 'som', '10', '.', 'Perfeita', 'estou', 'mutissimo', 'satisfeita']","['entrega', 'imagem', 'som']","['nota 10', '10', '10']",['produto'],['perfeita estou mutissimo satisfeita'],,"[[0, 1], [4, 5], [6, 7]]","[[1, 3], [5, 6], [5, 6]]","['B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']"
